var,val
fit_trans_param_table,"\\begin{tabular}{lC{2.5cm}C{2cm}C{2cm}C{2cm}}
\\toprule
&\\multicolumn{4}{c}{\\textbf{Parameter (95\\% HPD)}}\\\\
\\cline{2-5}
\\textbf{Model}&\\textbf{$c$}&\\textbf{$\\rho_\\text{est.}$}&\\textbf{$\\rho_\\text{prod.}$}&\\textbf{$\\beta_\\text{extra}$}\\\\
\\midrule
1. Main analysis&1.0 (1.0, 1.0)&2.2$\\times10^{-4}$ (7.6$\\times10^{-5}$, 9.6$\\times10^{-4}$)&1.4$\\times10^{-3}$ (1.0$\\times10^{-3}$, 2.0$\\times10^{-3}$)&0.01 (5.7$\\times10^{-3}$, 0.02)\\\\
2. Sex predictor Mean&1.0 (1.0, 1.0)&3.0$\\times10^{-4}$ (9.4$\\times10^{-5}$, 1.4$\\times10^{-3}$)&1.4$\\times10^{-3}$ (1.0$\\times10^{-3}$, 2.1$\\times10^{-3}$)&0.01 (5.9$\\times10^{-3}$, 0.02)\\\\
2. Sex predictor Female&1.0 (1.0, 1.0)&1.1$\\times10^{-4}$ (2.1$\\times10^{-5}$, 2.1$\\times10^{-3}$)&1.4$\\times10^{-3}$ (6.3$\\times10^{-4}$, 3.1$\\times10^{-3}$)&0.01 (5.9$\\times10^{-3}$, 0.02)\\\\
2. Sex predictor Male&1.0 (1.0, 1.0)&3.6$\\times10^{-4}$ (1.0$\\times10^{-4}$, 1.3$\\times10^{-3}$)&1.4$\\times10^{-3}$ (1.0$\\times10^{-3}$, 1.9$\\times10^{-3}$)&0.01 (5.9$\\times10^{-3}$, 0.02)\\\\
3. Estimated c&0.73 (0.11, 4.72)&3.1$\\times10^{-4}$ (3.6$\\times10^{-5}$, 2.9$\\times10^{-3}$)&1.4$\\times10^{-3}$ (1.0$\\times10^{-3}$, 2.0$\\times10^{-3}$)&0.01 (5.7$\\times10^{-3}$, 0.02)\\\\
4. Artificially constrained&1.0 (1.0, 1.0)&1.6$\\times10^{-4}$ (5.6$\\times10^{-5}$, 6.0$\\times10^{-4}$)&1.4$\\times10^{-3}$ (1.0$\\times10^{-3}$, 2.1$\\times10^{-3}$)&0.01 (8.1$\\times10^{-3}$, 0.02)\\\\
5. No genetic constraints&1.0 (1.0, 1.0)&4.0$\\times10^{-4}$ (1.0$\\times10^{-4}$, 2.5$\\times10^{-3}$)&1.4$\\times10^{-3}$ (1.0$\\times10^{-3}$, 1.9$\\times10^{-3}$)&5.1$\\times10^{-3}$ (3.3$\\times10^{-4}$, 0.01)\\\\
6. Low ART-TN assumption&1.0 (1.0, 1.0)&2.5$\\times10^{-4}$ (8.1$\\times10^{-5}$, 4.5$\\times10^{-3}$)&1.4$\\times10^{-3}$ (9.6$\\times10^{-4}$, 1.9$\\times10^{-3}$)&0.01 (5.7$\\times10^{-3}$, 0.02)\\\\
7. High ART-TN assumption&1.0 (1.0, 1.0)&2.0$\\times10^{-4}$ (7.2$\\times10^{-5}$, 7.2$\\times10^{-4}$)&1.4$\\times10^{-3}$ (1.0$\\times10^{-3}$, 2.0$\\times10^{-3}$)&0.01 (5.7$\\times10^{-3}$, 0.02)\\\\
8. No saturation&1.0 (1.0, 1.0)&8.4$\\times10^{-9}$ (6.2$\\times10^{-9}$, 1.1$\\times10^{-8}$)&1.0 (1.0, 1.0)&0.03 (0.02, 0.04)\\\\
9. Pre-treatment participants only&1.0 (1.0, 1.0)&2.8$\\times10^{-4}$ (9.2$\\times10^{-5}$, 7.9$\\times10^{-3}$)&1.4$\\times10^{-3}$ (9.9$\\times10^{-4}$, 2.0$\\times10^{-3}$)&0.01 (5.2$\\times10^{-3}$, 0.02)\\\\
\\midrule
&\\textbf{$v_{50}$}&\\textbf{$k$}&\\textbf{$\\beta_\\text{max}$}\\\\
\\midrule
10. Sigmoidal transmission&4.08 (3.19, 5.58)&0.69 (0.41, 1.36)&0.23 (0.14, 0.53)&0.01 (5.5$\\times10^{-3}$, 0.02)\\\\
\\bottomrule
\\end{tabular}"
fit_trans_rate_table,"\\begin{tabular}{lccc}
\\toprule
&\\multicolumn{3}{c}{\\textbf{Viral load (copies/mL)}}\\\\
\\cline{2-4}
\\textbf{Model}&\\textbf{200}&\\textbf{1,000}&\\textbf{12,593}\\\\
\\midrule
1. Main analysis&0.65 (0.29, 2.13)&2.97 (1.41, 7.46)&13.72 (10.57, 17.13)\\\\
2. Sex predictor Mean&0.89 (0.35, 3.06)&3.96 (1.68, 9.51)&14.27 (10.71, 19.83)\\\\
2. Sex predictor Female&0.33 (0.11, 2.79)&1.57 (0.54, 7.14)&10.16 (5.31, 16.71)\\\\
2. Sex predictor Male&1.03 (0.38, 3.1)&4.5 (1.83, 9.84)&14.46 (11.04, 18.41)\\\\
3. Estimated c&0.65 (0.29, 2.12)&2.97 (1.43, 7.58)&13.77 (10.58, 17.2)\\\\
4. Artificially constrained&0.5 (0.22, 1.36)&2.32 (1.09, 5.51)&12.99 (9.61, 16.27)\\\\
5. No genetic constraints&1.14 (0.36, 5.01)&4.88 (1.75, 11.84)&14.25 (10.9, 17.92)\\\\
6. Low ART-TN assumption&0.73 (0.3, 6.62)&3.3 (1.47, 10.86)&13.59 (10.16, 17.04)\\\\
7. High ART-TN assumption&0.61 (0.28, 1.65)&2.82 (1.36, 6.36)&13.73 (10.61, 17.01)\\\\
8. No saturation&0.02 (0.01, 0.02)&0.09 (0.07, 0.12)&1.14 (0.84, 1.49)\\\\
9. Pre-treatment participants only&0.84 (0.35, 9.27)&3.75 (1.67, 12.15)&14.26 (10.59, 17.88)\\\\
10. Sigmoidal transmission&1.3 (0.31, 2.66)&3.5 (1.75, 5.86)&11.38 (8.4, 15.11)\\\\
\\bottomrule
\\end{tabular}"
fit_trans_rate_compare_table,"\\begin{tabular}{lccc}
\\toprule
\\textbf{Model}&\\textbf{ELPD}&\\textbf{ELPD $\\Delta$}&\\textbf{SE $\\Delta$}\\\\
\\midrule
10. Sigmoidal transmission&-325.49&0.0&0.0\\\\
3. Estimated c&-327.31&-1.81&1.6\\\\
1. Main analysis&-327.34&-1.84&1.6\\\\
8. No saturation&-371.09&-45.6&10.06\\\\
\\bottomrule
\\end{tabular}"
q0.025_sampled_trans_risk_1yr,0.5
q0.25_sampled_trans_risk_1yr,0.9
q0.5_sampled_trans_risk_1yr,1.1
q0.75_sampled_trans_risk_1yr,1.4
q0.975_sampled_trans_risk_1yr,2.0
q0.025_sampled_trans_risk_2yr,2.4
q0.25_sampled_trans_risk_2yr,3.5
q0.5_sampled_trans_risk_2yr,4.2
q0.75_sampled_trans_risk_2yr,5.0
q0.975_sampled_trans_risk_2yr,6.8
q0.025_prop_trans_risk_90,2.7\\%
q0.25_prop_trans_risk_90,5.1\\%
q0.5_prop_trans_risk_90,6.7\\%
q0.75_prop_trans_risk_90,8.6\\%
q0.975_prop_trans_risk_90,12.8\\%
q0.025_prop_rebounded_1yr,9\\%
q0.25_prop_rebounded_1yr,15\\%
q0.5_prop_rebounded_1yr,18\\%
q0.75_prop_rebounded_1yr,21\\%
q0.975_prop_rebounded_1yr,28\\%
q0.025_prop_trans_risk_rebounded_1yr,83\\%
q0.25_prop_trans_risk_rebounded_1yr,92\\%
q0.5_prop_trans_risk_rebounded_1yr,95\\%
q0.75_prop_trans_risk_rebounded_1yr,97\\%
q0.975_prop_trans_risk_rebounded_1yr,99\\%
q0.025_0.0007881700615_fixed_trans_risk,0.67
q0.25_0.0007881700615_fixed_trans_risk,1.02
q0.5_0.0007881700615_fixed_trans_risk,1.23
q0.75_0.0007881700615_fixed_trans_risk,1.46
q0.975_0.0007881700615_fixed_trans_risk,1.99
q0.025_0.00097719_fixed_trans_risk,0.91
q0.25_0.00097719_fixed_trans_risk,1.26
q0.5_0.00097719_fixed_trans_risk,1.49
q0.75_0.00097719_fixed_trans_risk,1.73
q0.975_0.00097719_fixed_trans_risk,2.35
q0.025_0.00118023_fixed_trans_risk,1.16
q0.25_0.00118023_fixed_trans_risk,1.52
q0.5_0.00118023_fixed_trans_risk,1.8
q0.75_0.00118023_fixed_trans_risk,2.05
q0.975_0.00118023_fixed_trans_risk,2.61
q0.025_0.00139952_fixed_trans_risk,1.28
q0.25_0.00139952_fixed_trans_risk,1.76
q0.5_0.00139952_fixed_trans_risk,2.03
q0.75_0.00139952_fixed_trans_risk,2.31
q0.975_0.00139952_fixed_trans_risk,2.95
q0.025_0.00163791_fixed_trans_risk,1.52
q0.25_0.00163791_fixed_trans_risk,2.02
q0.5_0.00163791_fixed_trans_risk,2.32
q0.75_0.00163791_fixed_trans_risk,2.63
q0.975_0.00163791_fixed_trans_risk,3.34
q0.025_0.00189903_fixed_trans_risk,1.79
q0.25_0.00189903_fixed_trans_risk,2.32
q0.5_0.00189903_fixed_trans_risk,2.62
q0.75_0.00189903_fixed_trans_risk,2.96
q0.975_0.00189903_fixed_trans_risk,3.64
q0.025_0.00218769_fixed_trans_risk,2.08
q0.25_0.00218769_fixed_trans_risk,2.59
q0.5_0.00218769_fixed_trans_risk,2.92
q0.75_0.00218769_fixed_trans_risk,3.3
q0.975_0.00218769_fixed_trans_risk,4.08
q0.025_0.00251039_fixed_trans_risk,2.32
q0.25_0.00251039_fixed_trans_risk,2.88
q0.5_0.00251039_fixed_trans_risk,3.23
q0.75_0.00251039_fixed_trans_risk,3.61
q0.975_0.00251039_fixed_trans_risk,4.41
q0.025_omega_cease_per_year,0.19
q0.25_omega_cease_per_year,0.23
q0.5_omega_cease_per_year,0.26
q0.75_omega_cease_per_year,0.29
q0.975_omega_cease_per_year,0.36
q0.025_risk_failure_per_year,17
q0.25_risk_failure_per_year,21
q0.5_risk_failure_per_year,23
q0.75_risk_failure_per_year,25
q0.975_risk_failure_per_year,30
